time_s,ia_A,ib_A,ic_A,theta_e_rad
0.0171,2.6142785087851035,-1.4512592896110903,-1.1630192191740132,1.7565324669389268
0.0172,-3.6917257386709608,6.5537584806046025,-2.8620327419336418,1.7388371033483747
0.0173,2.4244107716939767,-1.2358957240435278,-1.188515047650449,1.7196604718463038
0.017400000000000002,-3.8442360927672734,6.821738193403618,-2.977502100636345,1.7021878361825418
0.0175,2.3124889701415725,-0.9984660922700446,-1.314022877871528,1.683274944670844
0.0176,-3.918897912302594,7.0678390626679155,-3.1489411503653217,1.6662261895889907
0.0177,2.231812555613572,-0.8298973377214491,-1.401915217892123,1.6477744448215081
0.0178,-3.953762852348413,7.165171648878495,-3.2114087965300815,1.631334779744896
0.0179,2.2384760615088606,-0.7432478316750355,-1.495228229833825,1.61348705343188
0.018000000000000002,-3.9098808666031757,7.301805801340759,-3.391924934737583,1.5977469457103104
0.0181,2.301370624924283,-0.6453054473482964,-1.6560651775759865,1.5805649819297218
0.0182,-3.8172855860635573,7.439436650694665,-3.622151064631108,1.5655565932596252
0.0183,2.3967658792403848,-0.560561267773258,-1.8362046114671267,1.549060023525869
0.0184,-3.697162427767709,7.556685051660686,-3.859522623892977,1.5347868541011005
0.018500000000000003,2.4633376715137936,-0.5472981535001582,-1.9160395180136354,1.5190007229849167
0.018600000000000002,-3.595935031436515,7.495350883367778,-3.8994158519312636,1.5054921619186272
0.0187,2.5810443176935496,-0.614459009856495,-1.9665853078370545,1.490415534132882
0.0188,-3.4547267383738927,7.513913215249908,-4.0591864768760155,1.4776445723434495
0.0189,2.7176133159170037,-0.6331856373396921,-2.0844276785773115,1.4632433296318796
0.019,-3.301211765242764,7.568067063536515,-4.266855298293751,1.4511682487337516
0.019100000000000002,2.8537806536198196,-0.6335950306382359,-2.2201856229815835,1.437404955151108
0.019200000000000002,-3.1503430852546126,7.623079930647046,-4.472736845392433,1.425988342740005
0.0193,2.9230516554677166,-0.6974186193977306,-2.225633036069986,1.4128584214904012
0.0194,-3.0504205108392264,7.500851034296513,-4.450430523457287,1.4021022855337308
0.0195,3.0331793170502053,-0.8211267889559789,-2.2120525280942265,1.3895785233666107
0.0196,-2.9209948710248046,7.490897911032951,-4.569903040008146,1.3794460674113471
0.019700000000000002,3.1519630545784696,-0.8705409445263314,-2.281422110052138,1.3674952377361858
0.0198,-2.7875805398809725,7.534986448516925,-4.747405908635953,1.3579552587111048
0.0199,3.263601248544922,-0.8871386468628135,-2.3764626016821087,1.346555364854684
0.02,-2.661366302258227,7.576066832812382,-4.914700530554155,1.3375874631106663
0.0201,3.295615601655309,-0.9796665289239991,-2.3159490727313097,1.3267473072737492
0.020200000000000003,-2.595298881780069,7.439102901128949,-4.84380401934888,1.318358601602905
0.020300000000000002,3.3741609486918382,-1.119050486731894,-2.2551104619599442,1.3080522532095475
0.0204,-2.495647735093737,7.427433454473594,-4.931785719379857,1.3002155180432202
0.0205,3.5245070049762868,-1.114089094410454,-2.4104179105658328,1.290405343365312
0.0206,-2.3444439516819697,7.588593714589075,-5.244149762907105,1.2830880168011183
0.0207,3.7851249109446314,-0.9027526806711652,-2.8823722302734662,1.2737318487776417
0.020800000000000003,-2.1127069145513633,7.836955088479264,-5.7242481739279,1.2668733287311833
0.020900000000000002,4.021432014890356,-0.7039582705805671,-3.3174737443097895,1.257927695689048
0.021,-1.9025920239796688,7.988596762421083,-6.086004738441415,1.2514789036013314
0.0211,4.315954366690747,-0.49967290271224507,-3.816281463978502,1.242876451142827
0.0212,-1.652706893497843,8.282281115347136,-6.629574221849292,1.2367860877419496
0.0213,4.632896012164391,-0.18885255711481364,-4.444043455049577,1.2284971959445208
0.021400000000000002,-1.3880660448634705,8.594381433476293,-7.206315388612822,1.222739167378346
0.021500000000000002,4.867243420724373,0.04478376781694715,-4.91202718854132,1.214765708130693
0.0216,-1.186326518251808,8.794845228844963,-7.608518710593156,1.2093486254962225
0.0217,5.137867667401883,0.2754553952619849,-5.413323062663868,1.201688918096651
0.0218,-0.9571754998541984,9.131205850812684,-8.174030350958486,1.196635540433137
0.0219,5.422879378147856,0.600535757052644,-6.0234151352005,1.1893359026488943
0.022000000000000002,-0.7144066580185666,9.50055591627392,-8.786149258255351,1.184699466455758
